house_title,house_type,house_location,price,no_of_reviews,rating,house_detail,amenity_detail
"DT Luxury - Amazing City View, near Union Station",Entire home,Toronto,$155 ,192 reviews,4.77,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n399 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Hot tub', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Cozy 2 bedrooms near downtown- Free parking,Entire home,Toronto,$90 ,132 reviews,4.65,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n273 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Wifi', 'Kitchen', 'Laptop-friendly workspace', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Luxurious Glass Corner in the Heart of King West,Entire home,Toronto,$205 ,297 reviews,4.9,"['5 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n2036 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
2 BDRM Luxurious Condo Steps to Union Station,Entire home,Toronto,$125 ,84 reviews,4.69,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n84 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Cable TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Cozy Downtown 4-Bed Suite ✓CN Tower✓Habourfront,Entire home,Toronto,$97 ,24 reviews,4.67,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n94 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Laptop-friendly workspace', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Lakeview in Downtown Toronto +Free Parking,Entire home,Toronto,$77 ,67 reviews,4.81,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n279 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Whole Cozy 3 Bedroom Detached Home Luxury Location,Entire home,Richmond Hill,$68 ,24 reviews,4.58,"['6 guests', '3 bedrooms', '3 beds', '2 baths', '\U000f0004\n24 Reviews']","['Free parking on premises', 'Wifi', 'Kitchen', 'Laptop-friendly workspace', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"29FLOOR, STYLISH, AMAZING LOCATION! FREE PARKING:)",Entire home,Toronto,$140 ,100 reviews,4.92,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n149 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
The Beds Over Bluffs ★ 10% Off,Entire home,Toronto,$65 ,38 reviews,4.82,"['5 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n54 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Stylish Luxury Suite ✓Best Location ✓Amazing Views,Entire home,Toronto,$142 ,39 reviews,4.46,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1551 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Gym', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Sky High Living on the Lake- 58 floor in the 6!!!!,Entire home,Toronto,$99 ,104 reviews,4.75,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n883 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Cable TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Modern Apartment & Private Parking,Entire home,Toronto,$88 ,107 reviews,4.62,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n127 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Large downtown condo w IncredibleViews,Entire home,Toronto,$150 ,111 reviews,4.94,"['9 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n199 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Breakfast', 'Wifi', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Beautiful 2bd/2ba- The Heart of DT w/ Free Parking,Entire home,Toronto,$147 ,143 reviews,4.71,"['5 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n107 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Modern Travellers Paradise- 2+1 Bed- Queen West,Entire home,Toronto,$99 ,124 reviews,4.45,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n699 Reviews', '\U000f0019\nVerified']","['Wifi', 'Kitchen', 'Laptop-friendly workspace', 'TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"2 BDRM + 3 Beds - Parking - Ent District, CN",Entire home,Toronto,$96 ,133 reviews,4.69,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n133 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"Beautiful 2bdrm, 3beds Downtown, with free parking",Entire home,Toronto,$107 ,177 reviews,4.27,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n418 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Wifi', 'Kitchen', 'Laptop-friendly workspace', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Unique 2 Bedrooms 2 Full Bath Modern Condo,Entire home,Toronto,$136 ,312 reviews,4.93,"['7 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n378 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Private Spacious 3BDRM Downtown w/ Free parking,Entire home,Toronto,$123 ,241 reviews,4.5,"['7 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n418 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Wifi', 'Kitchen', 'Laptop-friendly workspace', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"Gorgeous, Furnished 2 bedroom downtown, sleeps 9",Entire home,Toronto,$89 ,68 reviews,4.76,"['9 guests', '2 bedrooms', '5 beds', '1 bath', '\U000f0004\n337 Reviews', '\U000f1101\n14 References', '\U000f0019\nVerified']","['Wifi', 'Kitchen', 'Laptop-friendly workspace', 'TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
King / Spadina 2 BR + 2 Bath + Parking + Balcony,Entire home,Toronto,$111 ,95 reviews,4.52,"['6 guests', '2 bedrooms', '5 beds', '2 baths', '\U000f0004\n102 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Luxury Living on the Lake! 3bed Memorable Suite!!!,Entire home,Toronto,$99 ,234 reviews,4.79,"['10 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n883 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Cable TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
3 BR - Queen St - Trendy- Boutique Loft- 6 Beds,Entire home,Toronto,$129 ,127 reviews,4.8,"['10 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n699 Reviews', '\U000f0019\nVerified']","['Wifi', 'Kitchen', 'Laptop-friendly workspace', 'TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Stylish Downtown Suite by CN Tower ✓ Lake View ✓,Entire home,Toronto,$119 ,43 reviews,4.81,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n94 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Hot tub', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Financial District Executive Suite(1 Free Parking),Entire home,Toronto,$153 ,196 reviews,4.38,"['7 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n459 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
❤ Mid-Century Chic Home with Parking and Patio,Entire home,Toronto,$99 ,82 reviews,4.84,"['8 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n302 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Breakfast', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"3 BR Skyline+2 Bath, By CN Tower, MTCC & Free PRKG",Entire home,Toronto,$160 ,103 reviews,4.85,"['6 guests', '3 bedrooms', '3 beds', '2 baths', '\U000f0004\n243 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
LUXURY! Prime Location CN Tower View! FREE PARKING,Entire home,Toronto,$105 ,,,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n134 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"Penthouse 2BR + 2BATH +Parking- CN Tower, Ent Dist",Entire home,Toronto,$111 ,77 reviews,4.56,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n77 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
The Executive Escape,Entire home,Toronto,$242 ,123 reviews,4.96,"['6 guests', '3 bedrooms', '3 beds', '2 baths', '\U000f0004\n360 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
2.5BED 2BTH Suite Prime Toronto Spot Free Parking,Entire home,Toronto,$132 ,118 reviews,4.81,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
SPACIOUS 3 bedroom unit in heart of Downtown.,Entire home,Toronto,$190 ,153 reviews,4.79,"['6 guests', '3 bedrooms', '3 beds', '3 baths', '\U000f0004\n186 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
The Heart of Roncesvalles Village - Big & Bright!,Entire home,Toronto,$89 ,295 reviews,4.62,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n295 Reviews', '\U000f0019\nVerified']","['Wifi', 'Kitchen', 'Laptop-friendly workspace', 'TV', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"2 BEDROOM IN DOWNTOWN TO near SUBWAY, PARKING Inc",Entire home,Toronto,$110 ,157 reviews,4.72,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n606 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
⭐️Penthouse Suite | 2 Smart TV's | Balcony | Gym⭐️,Entire home,Toronto,$150 ,110 reviews,4.86,"['6 guests', '2 bedrooms', '3 beds', '1.5 baths', '\U000f0004\n110 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Hot tub', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
"2 Bedroom Luxury Condo, 980sq feet",Entire home,Toronto,,,5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n191 Reviews', '\U000f0019\nVerified']","['Elevator', 'Wifi', 'Kitchen', 'Gym', 'All hosts and guests agree to follow our community standards, including commitments to safety and privacy.']"
Home In Richmond Hill (Bayview Hills),Entire home,Richmond Hill,$499 ,18 reviews,4.76,"['16+ guests', '9 bedrooms', '10 beds', '6.5 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Home to home,Entire home,Brampton,,,4.67,"['16+ guests', '5 bedrooms', '6 beds', '3.5 baths', '\U000f0004\n51 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Entire 5 Bedroom Executive House in Vaughan,Entire home,Vaughan,$399 ,21 reviews,4.62,"['16+ guests', '5 bedrooms', '8 beds', '3.5 baths', '\U000f0004\n23 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
The Beautiful Cottage in the City.,,Toronto,$979 ,10 reviews,4.4,"['16+ guests', '10 bedrooms', '12 beds', '5 baths', '\U000f0004\n83 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
6 Bedroom newly built entire house in Toronto,Entire home,Toronto,,,,"['16+ guests', '6 bedrooms', '6 beds', '2.5 baths', '\U000f0004\n2 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
"4 Bedroom Luxury house in Vaughan, near Toronto",Entire home,Vaughan,$530 ,,,"['16+ guests', '4 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n2 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
5 BDR 3.5 BATH Furnished Houses GTA,Entire home,Vaughan,$559 ,9 reviews,4.56,"['16+ guests', '5 bedrooms', '5 beds', '3.5 baths', '\U000f0004\n42 Reviews', '\U000f0019\nVerified']","['Air conditioning', 'Cable TV', 'Essentials', 'Indoor fireplace']"
Luxury At Its Best,Entire home,Toronto,$630 ,,,"['16+ guests', '6 bedrooms', '7 beds', '6.5 baths', '\U000f0004\n2 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
LUXURY HISTORIC EDWARDIAN HOME | CENTRAL TORONTO,Entire home,Toronto,$895 ,6 reviews,5,"['14 guests', '6 bedrooms', '9 beds', '3 baths', '\U000f0004\n6 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
North York Center Executive home,Indoor fireplace,Toronto,$699 ,,,"['16+ guests', '8 bedrooms', '11 beds', '7 baths', '\U000f0004\n15 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
LUXURY Estate Home w/ 2+Acres-PERFECT for WEDDINGS,Entire home,Brampton,$835 ,18 reviews,4.89,"['16+ guests', '6 bedrooms', '13 beds', '5 baths', '\U000f0004\n36 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
"4 Bedroom Entire New Home in Vaughan, near Toronto",Entire home,Vaughan,$529 ,,,"['16+ guests', '4 bedrooms', '4 beds', '2.5 baths', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
A Welcoming Home away from Home,Entire home,Richmond Hill,$347 ,25 reviews,4.64,"['14 guests', '5 bedrooms', '7 beds', '3.5 baths', '\U000f0004\n26 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Entire 6 Bedroom newly built house in Toronto,Entire home,Toronto,$450 ,,,"['16+ guests', '6 bedrooms', '6 beds', '2.5 baths', '\U000f0004\n2 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Markham Social Club -Party Rental Venue,Entire home,Markham,$500 ,,,"['16+ guests', '1 bed', '1 bath', '\U000f0004\n21 Reviews']","['Free parking on premises', 'Wifi', 'Heating', 'Air conditioning', 'Unavailable: Smoke detector\nSmoke detector', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector']"
"5BR 4BTR New House in Woodbridge, Vaughan, Ontario",Entire home,Vaughan,$571 ,3 reviews,4,"['16+ guests', '5 bedrooms', '6 beds', '3.5 baths', '\U000f0004\n42 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Open Concept Great Venue for Parties & Events,Entire home,Toronto,"$1,700 ",,,"['16+ guests', '2 bedrooms', '11 beds', '2 baths', '\U000f0019\nVerified']","['Indoor fireplace', 'Wifi', 'Kitchen', 'Dryer', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector']"
4 BDR FULL HOUSE in RICHMOND HILL,Entire home,Richmond Hill,$499 ,7 reviews,4.57,"['16+ guests', '4 bedrooms', '5 beds', '3.5 baths', '\U000f0004\n42 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Executive Modern House near Downtown Oakville,Entire home,Oakville,"$1,000 ",18 reviews,4.94,"['14 guests', '5 bedrooms', '9 beds', '4.5 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
"North york quiet villa+near the metro,quietcommuni",Great check-in experience,Toronto,$526 ,12 reviews,4.45,"['16+ guests', '3 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Breakfast', 'Wifi']"
5 Bedrooms new House in Vaughan (Woodbridge) ON,Entire home,Vaughan,$509 ,,,"['16+ guests', '5 bedrooms', '4 beds', '3.5 baths']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
A brand new 4000+ SQ ft house closed to wonderland,Entire home,Vaughan,$330 ,7 reviews,4.83,"['16+ guests', '4 bedrooms', '5 beds', '3.5 baths', '\U000f0004\n8 Reviews']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
Cottage Style Huge 5 BRM House North of Brampton,Entire home,Caledon,$939 ,,,"['16+ guests', '5 bedrooms', '5 beds', '2.5 baths', '\U000f0004\n42 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Breakfast', 'Wifi']"
Green and Gold Studio Loft *Daytime Only*,Entire home,Toronto,$850 ,,,"['16+ guests', 'Studio', '1 bed', '1 bath', '\U000f0019\nVerified']","['Elevator', 'Breakfast', 'Wifi', 'Kitchen']"
Private Event Space bring your own liquor & food!,,Mississauga,$460 ,,,"['16+ guests', '0 beds', '1 shared bath', '\U000f0019\nVerified']","['Free parking on premises', 'Kitchen', 'Heating', 'Air conditioning', 'Unavailable: Smoke detector\nSmoke detector', 'Unavailable: Carbon monoxide detector\nCarbon monoxide detector']"
Home 2000sqf beside subway station,Entire home,Toronto,"$1,787 ",,,"['16+ guests', '8 bedrooms', '8 beds', '4 baths', '\U000f0004\n552 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen']"
PING PONG HOUSE : @stayToronto,,Toronto,$590 ,,,"['16+ guests', '3 bedrooms', '8 beds', '3 baths', '\U000f0004\n238 Reviews', '\U000f0019\nVerified']","['Wifi', 'Kitchen', 'Laptop-friendly workspace', 'Iron']"
Amazing home for rental,Entire home,Caledon,"$1,375 ",3 reviews,5,"['16+ guests', '5 bedrooms', '5 beds', '3 baths', '\U000f0004\n7 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Indoor fireplace', 'Breakfast', 'Wifi']"
"Rear Entrance, by Hwy, parking, wifi, 100% private",Entire home,Toronto,$247 ,,,"['16+ guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n59 Reviews', '\U000f0019\nVerified']","['Free parking on premises', 'Breakfast', 'Wifi', 'Kitchen']"
